sample_id	r1_source	r2_source	r1_md5_expected	r2_md5_expected	sample_type	include_qc	include_biological_analysis	diet_code	diet_label	hydrolysate_percent	fishmeal_percent	timepoint_day	tank	fish	group	r1_size_bytes	r2_size_bytes	r1_symlink	r2_symlink
Y1.3t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t30/Y1.3t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t30/Y1.3t30.raw_2.fastq.gz	4f9862fd8952c4117cfc125f20dc8484	97bcc9c5b196ce1538d831975ca50806	Intestine	yes	yes	Y	fishmeal_free	0	0	30	1	3	Y.t30	3263063	3080773	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t30/Y1.3t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t30/Y1.3t30.raw_2.fastq.gz
Y1.3t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t7/Y1.3t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t7/Y1.3t7.raw_2.fastq.gz	addbf9925a46f20e5aad3a6234d8f364	2bc7f92fb3d0886baa53dc321d08bffd	Intestine	yes	yes	Y	fishmeal_free	0	0	7	1	3	Y.t7	3468508	3268961	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t7/Y1.3t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t7/Y1.3t7.raw_2.fastq.gz
Y1.3t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t90/Y1.3t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t90/Y1.3t90.raw_2.fastq.gz	49eb6bbf740ef3b4e975d5139778cc51	ac9911ed91cee5ef404bb5956030e57a	Intestine	yes	yes	Y	fishmeal_free	0	0	90	1	3	Y.t90	3834070	3291506	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t90/Y1.3t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t90/Y1.3t90.raw_2.fastq.gz
Y1.4t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.4t30/Y1.4t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.4t30/Y1.4t30.raw_2.fastq.gz	1908b57bf0bd514f938f5b7332eb4527	866613d57099623fa3913cf23f88d618	Intestine	yes	yes	Y	fishmeal_free	0	0	30	1	4	Y.t30	3491222	3323355	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.4t30/Y1.4t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.4t30/Y1.4t30.raw_2.fastq.gz
Y1.4t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.4t7/Y1.4t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.4t7/Y1.4t7.raw_2.fastq.gz	3cbdf40570d768da3b5317582ac7f953	6a0e351beec455253050ce8e07c6b6e8	Intestine	yes	yes	Y	fishmeal_free	0	0	7	1	4	Y.t7	4520415	4518777	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.4t7/Y1.4t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.4t7/Y1.4t7.raw_2.fastq.gz
Y1.4t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.4t90/Y1.4t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.4t90/Y1.4t90.raw_2.fastq.gz	10e901dde26ea8225e6748c4dc019ed2	4e4b6b6aa160ff594586dfe995df5b29	Intestine	yes	yes	Y	fishmeal_free	0	0	90	1	4	Y.t90	1784185	1646041	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.4t90/Y1.4t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.4t90/Y1.4t90.raw_2.fastq.gz
Y1.5t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.5t30/Y1.5t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.5t30/Y1.5t30.raw_2.fastq.gz	3b2706374bcf5ec4958c22641aa74268	813f2b65567d05fed9185fd80b85c93b	Intestine	yes	yes	Y	fishmeal_free	0	0	30	1	5	Y.t30	3196067	3095169	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.5t30/Y1.5t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.5t30/Y1.5t30.raw_2.fastq.gz
Y1.5t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.5t7/Y1.5t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.5t7/Y1.5t7.raw_2.fastq.gz	dd765e23cb59011549f4ca208530b277	ab7aadf8bb797f06b7b2b6f990d9cf21	Intestine	yes	yes	Y	fishmeal_free	0	0	7	1	5	Y.t7	2971173	2564934	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.5t7/Y1.5t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.5t7/Y1.5t7.raw_2.fastq.gz
Y1.5t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.5t90/Y1.5t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.5t90/Y1.5t90.raw_2.fastq.gz	8e34e6ccaada5a5672ae701a3021f5b8	7637916bc9659be1106def6ce2562872	Intestine	yes	yes	Y	fishmeal_free	0	0	90	1	5	Y.t90	2940281	2776308	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.5t90/Y1.5t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.5t90/Y1.5t90.raw_2.fastq.gz
Y2.1t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.1t30/Y2.1t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.1t30/Y2.1t30.raw_2.fastq.gz	f43d2b01c50ff58b54cb06fb55808f0b	93ae875963ab9c65b29ec4f60e4d182a	Intestine	yes	yes	Y	fishmeal_free	0	0	30	2	1	Y.t30	3711561	3640395	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.1t30/Y2.1t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.1t30/Y2.1t30.raw_2.fastq.gz
Y2.1t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.1t7/Y2.1t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.1t7/Y2.1t7.raw_2.fastq.gz	199d3c872c973f9297c1cbfdc7cd60aa	962a1ea03beb4865d629ce8c4124bf23	Intestine	yes	yes	Y	fishmeal_free	0	0	7	2	1	Y.t7	3289339	3130320	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.1t7/Y2.1t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.1t7/Y2.1t7.raw_2.fastq.gz
Y2.1t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.1t90/Y2.1t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.1t90/Y2.1t90.raw_2.fastq.gz	b39bea05943213a4430e2cc71f4a9928	cf25d3487bc9c852643f49af8053eff1	Intestine	yes	yes	Y	fishmeal_free	0	0	90	2	1	Y.t90	3453789	2764070	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.1t90/Y2.1t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.1t90/Y2.1t90.raw_2.fastq.gz
Y2.2t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.2t30/Y2.2t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.2t30/Y2.2t30.raw_2.fastq.gz	8a26a996660f676f087217ec5b2f3e35	c806918800dfa86d6f59244589518daf	Intestine	yes	yes	Y	fishmeal_free	0	0	30	2	2	Y.t30	3121602	2703972	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.2t30/Y2.2t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.2t30/Y2.2t30.raw_2.fastq.gz
Y2.2t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.2t7/Y2.2t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.2t7/Y2.2t7.raw_2.fastq.gz	76a154d5426e33efa66503639519656e	67b7721e4dbcc338b12b253fc2811133	Intestine	yes	yes	Y	fishmeal_free	0	0	7	2	2	Y.t7	3076725	3082271	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.2t7/Y2.2t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.2t7/Y2.2t7.raw_2.fastq.gz
Y2.2t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.2t90/Y2.2t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.2t90/Y2.2t90.raw_2.fastq.gz	fdd8146beed78fbce6769c4252ee1d3e	272188cef74662d4eaad5ae7cc4e9524	Intestine	yes	yes	Y	fishmeal_free	0	0	90	2	2	Y.t90	2961683	2862722	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.2t90/Y2.2t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.2t90/Y2.2t90.raw_2.fastq.gz
Y2.3t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.3t30/Y2.3t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.3t30/Y2.3t30.raw_2.fastq.gz	849fd0d89c746b5177195c95961f3470	8e56fd89d3f525d3b5d94ab9b0802daf	Intestine	yes	yes	Y	fishmeal_free	0	0	30	2	3	Y.t30	3144173	3084559	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.3t30/Y2.3t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.3t30/Y2.3t30.raw_2.fastq.gz
Y2.3t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.3t7/Y2.3t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.3t7/Y2.3t7.raw_2.fastq.gz	255407a85154ac3fe71aaf3d41c8521c	8df2ac784d468dfd51a340a16d3125a5	Intestine	yes	yes	Y	fishmeal_free	0	0	7	2	3	Y.t7	3090311	3001123	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.3t7/Y2.3t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.3t7/Y2.3t7.raw_2.fastq.gz
Y2.3t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.3t90/Y2.3t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.3t90/Y2.3t90.raw_2.fastq.gz	349b29d850b22615d3aa01f621e409d8	eb0259b8c6a9d9cdf6311d437bbf4337	Intestine	yes	yes	Y	fishmeal_free	0	0	90	2	3	Y.t90	3088194	2814445	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.3t90/Y2.3t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.3t90/Y2.3t90.raw_2.fastq.gz
Y2.4t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.4t30/Y2.4t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.4t30/Y2.4t30.raw_2.fastq.gz	059721eb5cfff495cd44975ea790c34a	d63592b0518802b4b7ea4cf50cd5497f	Intestine	yes	yes	Y	fishmeal_free	0	0	30	2	4	Y.t30	3717448	3710689	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.4t30/Y2.4t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.4t30/Y2.4t30.raw_2.fastq.gz
Y2.4t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.4t7/Y2.4t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.4t7/Y2.4t7.raw_2.fastq.gz	a6dd3631120c9074abc77a9b8e8a9bc1	86d3da34a4f9386be67e4405f457f107	Intestine	yes	yes	Y	fishmeal_free	0	0	7	2	4	Y.t7	3162873	3075151	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.4t7/Y2.4t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.4t7/Y2.4t7.raw_2.fastq.gz
Y2.4t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.4t90/Y2.4t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.4t90/Y2.4t90.raw_2.fastq.gz	26a7f77d86225c7e0e784d7ce244186b	0b7606eb6cbc23ca097a8e5d23b4cba9	Intestine	yes	yes	Y	fishmeal_free	0	0	90	2	4	Y.t90	3521631	3029122	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.4t90/Y2.4t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.4t90/Y2.4t90.raw_2.fastq.gz
Y2.5t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.5t30/Y2.5t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.5t30/Y2.5t30.raw_2.fastq.gz	5ad77b1bcead4b661c9cd52ac4737f38	1b40c340f71451953ead43aed8f8eeb8	Intestine	yes	yes	Y	fishmeal_free	0	0	30	2	5	Y.t30	3904792	3241412	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.5t30/Y2.5t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.5t30/Y2.5t30.raw_2.fastq.gz
Y2.5t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.5t7/Y2.5t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.5t7/Y2.5t7.raw_2.fastq.gz	a5ecb30859603991e9a715d2374a54b8	9b775d6dd1ac70060a5cdfe897bea3ff	Intestine	yes	yes	Y	fishmeal_free	0	0	7	2	5	Y.t7	2874662	2795399	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.5t7/Y2.5t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.5t7/Y2.5t7.raw_2.fastq.gz
Y2.5t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.5t90/Y2.5t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.5t90/Y2.5t90.raw_2.fastq.gz	6697261d0b0170ddfcb33fc9361c471a	e3b3367ef421bb573028cbcf25729145	Intestine	yes	yes	Y	fishmeal_free	0	0	90	2	5	Y.t90	2986921	2766278	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.5t90/Y2.5t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.5t90/Y2.5t90.raw_2.fastq.gz
Y3	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3/Y3.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3/Y3.raw_2.fastq.gz	78697c10dfffcc64970434e4cd480a59	56a41bc2abf5b26afd61a47f8a30284d	Feed	yes	no	Y	fishmeal_free_feed	0	0	NA	3	NA	Y.Feed	3078193	3368158	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3/Y3.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3/Y3.raw_2.fastq.gz
Y3.1t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.1t30/Y3.1t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.1t30/Y3.1t30.raw_2.fastq.gz	b57ecdfcf62b6c6f0bb0a3dc4e6d3e9e	125addc0cdf16ba6cf0f1ca27450631f	Intestine	yes	yes	Y	fishmeal_free	0	0	30	3	1	Y.t30	3509331	3383576	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.1t30/Y3.1t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.1t30/Y3.1t30.raw_2.fastq.gz
Y3.1t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.1t7/Y3.1t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.1t7/Y3.1t7.raw_2.fastq.gz	7bd8493c727591c6351cc1a82c85f920	ca55432480176cedf523165a65a74204	Intestine	yes	yes	Y	fishmeal_free	0	0	7	3	1	Y.t7	2857104	2881857	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.1t7/Y3.1t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.1t7/Y3.1t7.raw_2.fastq.gz
Y3.1t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.1t90/Y3.1t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.1t90/Y3.1t90.raw_2.fastq.gz	ec73c5169a41b175d0a12f65ffaa28cc	8fa00935df77b59663a5c79906fc0f94	Intestine	yes	yes	Y	fishmeal_free	0	0	90	3	1	Y.t90	3300719	2845338	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.1t90/Y3.1t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.1t90/Y3.1t90.raw_2.fastq.gz
Y3.2t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.2t30/Y3.2t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.2t30/Y3.2t30.raw_2.fastq.gz	32c2cea327d6fdc9e00b5ecf02dc6203	cf289e6cf2890c054d7e7579d9781ee3	Intestine	yes	yes	Y	fishmeal_free	0	0	30	3	2	Y.t30	2856859	2874635	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.2t30/Y3.2t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.2t30/Y3.2t30.raw_2.fastq.gz
Y3.2t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.2t7/Y3.2t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.2t7/Y3.2t7.raw_2.fastq.gz	8ba1e2d5b5bd11dc91232b5860eb82e9	66591f08835c951b702f2bc2844d5b84	Intestine	yes	yes	Y	fishmeal_free	0	0	7	3	2	Y.t7	3763570	3562721	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.2t7/Y3.2t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.2t7/Y3.2t7.raw_2.fastq.gz
Y3.2t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.2t90/Y3.2t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.2t90/Y3.2t90.raw_2.fastq.gz	60286224be396c50f3d5357ab0ce0b84	31062eb9c353b4b600f1f4ac73ee7141	Intestine	yes	yes	Y	fishmeal_free	0	0	90	3	2	Y.t90	3380811	2887699	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.2t90/Y3.2t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.2t90/Y3.2t90.raw_2.fastq.gz
Y3.3t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.3t30/Y3.3t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.3t30/Y3.3t30.raw_2.fastq.gz	748089bea2a8f7149258928021027e4a	519d9ee9924fb082dca78c1334f7d223	Intestine	yes	yes	Y	fishmeal_free	0	0	30	3	3	Y.t30	3520431	3509283	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.3t30/Y3.3t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.3t30/Y3.3t30.raw_2.fastq.gz
Y3.3t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.3t7/Y3.3t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.3t7/Y3.3t7.raw_2.fastq.gz	3355288965cba1cac6b0962f717cf4a8	7192099006fd925d9f217ea16c37e4f7	Intestine	yes	yes	Y	fishmeal_free	0	0	7	3	3	Y.t7	3069920	3095844	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.3t7/Y3.3t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.3t7/Y3.3t7.raw_2.fastq.gz
Y3.3t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.3t90/Y3.3t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.3t90/Y3.3t90.raw_2.fastq.gz	8bbd5a33ba54a295db912fb156c027f9	06fc6e82dfd14e17fc0bf194e8a9c8d2	Intestine	yes	yes	Y	fishmeal_free	0	0	90	3	3	Y.t90	2883603	2787436	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.3t90/Y3.3t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.3t90/Y3.3t90.raw_2.fastq.gz
Y3.4t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.4t30/Y3.4t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.4t30/Y3.4t30.raw_2.fastq.gz	4f7bef2402954c039ccaa21d99d16fc3	83e6eaad7fe7771066fcd46ceab5c33d	Intestine	yes	yes	Y	fishmeal_free	0	0	30	3	4	Y.t30	2952380	2919372	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.4t30/Y3.4t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.4t30/Y3.4t30.raw_2.fastq.gz
Y3.4t7	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.4t7/Y3.4t7.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.4t7/Y3.4t7.raw_2.fastq.gz	ebb96fa7be583fec28dfbd4468a667d4	ff3b0ca5806fee7f593647e4d5a0d9b5	Intestine	yes	yes	Y	fishmeal_free	0	0	7	3	4	Y.t7	2969765	2918627	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.4t7/Y3.4t7.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.4t7/Y3.4t7.raw_2.fastq.gz
Y3.4t90	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.4t90/Y3.4t90.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.4t90/Y3.4t90.raw_2.fastq.gz	efccd46ab796e9661307340324dc4c46	afc468fc411f7cf9162d33a5e111c02e	Intestine	yes	yes	Y	fishmeal_free	0	0	90	3	4	Y.t90	3332286	2749358	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.4t90/Y3.4t90.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.4t90/Y3.4t90.raw_2.fastq.gz
Y3.5t30	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.5t30/Y3.5t30.raw_1.fastq.gz	/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.5t30/Y3.5t30.raw_2.fastq.gz	20d5507f1e40e980122d01642987bb23	cd7aa3708f5a02475cd016342b76537c	Intestine	yes	yes	Y	fishmeal_free	0	0	30	3	5	Y.t30	3035146	2893875	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.5t30/Y3.5t30.raw_1.fastq.gz	/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.5t30/Y3.5t30.raw_2.fastq.gz
