asv_id	Kingdom	Phylum	Class	Order	Family	Genus	Species	Species_addSpecies
ASV05130	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV02120	NA	NA	NA	NA	NA	NA	NA	NA
ASV06425	NA	NA	NA	NA	NA	NA	NA	NA
ASV07061	NA	NA	NA	NA	NA	NA	NA	NA
ASV01762	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV00042	NA	NA	NA	NA	NA	NA	NA	NA
ASV00270	NA	NA	NA	NA	NA	NA	NA	NA
ASV03208	NA	NA	NA	NA	NA	NA	NA	NA
ASV07067	NA	NA	NA	NA	NA	NA	NA	NA
ASV06263	NA	NA	NA	NA	NA	NA	NA	NA
ASV02799	NA	NA	NA	NA	NA	NA	NA	NA
ASV00127	NA	NA	NA	NA	NA	NA	NA	NA
ASV03805	NA	NA	NA	NA	NA	NA	NA	NA
ASV00903	NA	NA	NA	NA	NA	NA	NA	NA
ASV00187	NA	NA	NA	NA	NA	NA	NA	NA
ASV00896	NA	NA	NA	NA	NA	NA	NA	NA
ASV01717	NA	NA	NA	NA	NA	NA	NA	NA
ASV02635	NA	NA	NA	NA	NA	NA	NA	NA
ASV01167	NA	NA	NA	NA	NA	NA	NA	NA
ASV04080	NA	NA	NA	NA	NA	NA	NA	NA
ASV06515	NA	NA	NA	NA	NA	NA	NA	NA
ASV01640	NA	NA	NA	NA	NA	NA	NA	NA
ASV02042	NA	NA	NA	NA	NA	NA	NA	NA
ASV04621	NA	NA	NA	NA	NA	NA	NA	NA
ASV03531	NA	NA	NA	NA	NA	NA	NA	NA
ASV02048	NA	NA	NA	NA	NA	NA	NA	NA
ASV01895	NA	NA	NA	NA	NA	NA	NA	NA
ASV01348	NA	NA	NA	NA	NA	NA	NA	NA
ASV01915	NA	NA	NA	NA	NA	NA	NA	NA
ASV01327	NA	NA	NA	NA	NA	NA	NA	NA
ASV00668	NA	NA	NA	NA	NA	NA	NA	NA
ASV03119	NA	NA	NA	NA	NA	NA	NA	NA
ASV00110	NA	NA	NA	NA	NA	NA	NA	NA
ASV03073	NA	NA	NA	NA	NA	NA	NA	NA
ASV01105	NA	NA	NA	NA	NA	NA	NA	NA
ASV04393	NA	NA	NA	NA	NA	NA	NA	NA
ASV03573	NA	NA	NA	NA	NA	NA	NA	NA
ASV00171	NA	NA	NA	NA	NA	NA	NA	NA
ASV01098	NA	NA	NA	NA	NA	NA	NA	NA
ASV00850	NA	NA	NA	NA	NA	NA	NA	NA
ASV02548	NA	NA	NA	NA	NA	NA	NA	NA
ASV01887	NA	NA	NA	NA	NA	NA	NA	NA
ASV05573	NA	NA	NA	NA	NA	NA	NA	NA
ASV02657	NA	NA	NA	NA	NA	NA	NA	NA
ASV05087	NA	NA	NA	NA	NA	NA	NA	NA
ASV02750	NA	NA	NA	NA	NA	NA	NA	NA
ASV01153	NA	NA	NA	NA	NA	NA	NA	NA
ASV01451	NA	NA	NA	NA	NA	NA	NA	NA
ASV01570	NA	NA	NA	NA	NA	NA	NA	NA
ASV01285	NA	NA	NA	NA	NA	NA	NA	NA
ASV07210	NA	NA	NA	NA	NA	NA	NA	NA
ASV04422	NA	NA	NA	NA	NA	NA	NA	NA
ASV01213	NA	NA	NA	NA	NA	NA	NA	NA
ASV01177	NA	NA	NA	NA	NA	NA	NA	NA
ASV01231	NA	NA	NA	NA	NA	NA	NA	NA
ASV00590	NA	NA	NA	NA	NA	NA	NA	NA
ASV00079	NA	NA	NA	NA	NA	NA	NA	NA
ASV01605	NA	NA	NA	NA	NA	NA	NA	NA
ASV01418	NA	NA	NA	NA	NA	NA	NA	NA
ASV01847	NA	NA	NA	NA	NA	NA	NA	NA
ASV00165	NA	NA	NA	NA	NA	NA	NA	NA
ASV02016	NA	NA	NA	NA	NA	NA	NA	NA
ASV01180	NA	NA	NA	NA	NA	NA	NA	NA
ASV00782	NA	NA	NA	NA	NA	NA	NA	NA
ASV02039	NA	NA	NA	NA	NA	NA	NA	NA
ASV01366	NA	NA	NA	NA	NA	NA	NA	NA
ASV03816	NA	NA	NA	NA	NA	NA	NA	NA
ASV01964	NA	NA	NA	NA	NA	NA	NA	NA
ASV02125	NA	NA	NA	NA	NA	NA	NA	NA
ASV01728	NA	NA	NA	NA	NA	NA	NA	NA
ASV01687	NA	NA	NA	NA	NA	NA	NA	NA
ASV01405	NA	NA	NA	NA	NA	NA	NA	NA
ASV00802	NA	NA	NA	NA	NA	NA	NA	NA
ASV02099	NA	NA	NA	NA	NA	NA	NA	NA
ASV01809	NA	NA	NA	NA	NA	NA	NA	NA
ASV01661	NA	NA	NA	NA	NA	NA	NA	NA
ASV06508	NA	NA	NA	NA	NA	NA	NA	NA
ASV01120	NA	NA	NA	NA	NA	NA	NA	NA
ASV04087	NA	NA	NA	NA	NA	NA	NA	NA
ASV00148	NA	NA	NA	NA	NA	NA	NA	NA
ASV00992	NA	NA	NA	NA	NA	NA	NA	NA
ASV00484	NA	NA	NA	NA	NA	NA	NA	NA
ASV04350	NA	NA	NA	NA	NA	NA	NA	NA
ASV00095	NA	NA	NA	NA	NA	NA	NA	NA
ASV01482	NA	NA	NA	NA	NA	NA	NA	NA
ASV00173	NA	NA	NA	NA	NA	NA	NA	NA
ASV02049	NA	NA	NA	NA	NA	NA	NA	NA
ASV01171	NA	NA	NA	NA	NA	NA	NA	NA
ASV00648	NA	NA	NA	NA	NA	NA	NA	NA
ASV01407	NA	NA	NA	NA	NA	NA	NA	NA
ASV01283	NA	NA	NA	NA	NA	NA	NA	NA
ASV02601	NA	NA	NA	NA	NA	NA	NA	NA
ASV01635	NA	NA	NA	NA	NA	NA	NA	NA
ASV01372	NA	NA	NA	NA	NA	NA	NA	NA
ASV01753	NA	NA	NA	NA	NA	NA	NA	NA
ASV01578	NA	NA	NA	NA	NA	NA	NA	NA
ASV01851	NA	NA	NA	NA	NA	NA	NA	NA
ASV03291	NA	NA	NA	NA	NA	NA	NA	NA
ASV04996	NA	NA	NA	NA	NA	NA	NA	NA
ASV04947	NA	NA	NA	NA	NA	NA	NA	NA
ASV01377	NA	NA	NA	NA	NA	NA	NA	NA
ASV03332	NA	NA	NA	NA	NA	NA	NA	NA
ASV00912	NA	NA	NA	NA	NA	NA	NA	NA
ASV01481	NA	NA	NA	NA	NA	NA	NA	NA
ASV01926	NA	NA	NA	NA	NA	NA	NA	NA
ASV01492	NA	NA	NA	NA	NA	NA	NA	NA
ASV04097	NA	NA	NA	NA	NA	NA	NA	NA
ASV01460	NA	NA	NA	NA	NA	NA	NA	NA
ASV03197	NA	NA	NA	NA	NA	NA	NA	NA
ASV00096	NA	NA	NA	NA	NA	NA	NA	NA
ASV02442	NA	NA	NA	NA	NA	NA	NA	NA
ASV02320	NA	NA	NA	NA	NA	NA	NA	NA
ASV02787	NA	NA	NA	NA	NA	NA	NA	NA
ASV00184	NA	NA	NA	NA	NA	NA	NA	NA
ASV01636	NA	NA	NA	NA	NA	NA	NA	NA
ASV01566	NA	NA	NA	NA	NA	NA	NA	NA
ASV00657	NA	NA	NA	NA	NA	NA	NA	NA
ASV02591	NA	NA	NA	NA	NA	NA	NA	NA
ASV01011	NA	NA	NA	NA	NA	NA	NA	NA
ASV02124	NA	NA	NA	NA	NA	NA	NA	NA
ASV01065	NA	NA	NA	NA	NA	NA	NA	NA
ASV01694	NA	NA	NA	NA	NA	NA	NA	NA
ASV01910	NA	NA	NA	NA	NA	NA	NA	NA
ASV01473	NA	NA	NA	NA	NA	NA	NA	NA
ASV03065	NA	NA	NA	NA	NA	NA	NA	NA
ASV01582	NA	NA	NA	NA	NA	NA	NA	NA
ASV01409	NA	NA	NA	NA	NA	NA	NA	NA
ASV00170	NA	NA	NA	NA	NA	NA	NA	NA
ASV09197	NA	NA	NA	NA	NA	NA	NA	NA
ASV00860	NA	NA	NA	NA	NA	NA	NA	NA
ASV01459	NA	NA	NA	NA	NA	NA	NA	NA
ASV00560	NA	NA	NA	NA	NA	NA	NA	NA
ASV04828	NA	NA	NA	NA	NA	NA	NA	NA
ASV02467	NA	NA	NA	NA	NA	NA	NA	NA
ASV03290	NA	NA	NA	NA	NA	NA	NA	NA
ASV01179	NA	NA	NA	NA	NA	NA	NA	NA
ASV01888	NA	NA	NA	NA	NA	NA	NA	NA
ASV05500	NA	NA	NA	NA	NA	NA	NA	NA
ASV01743	NA	NA	NA	NA	NA	NA	NA	NA
ASV02215	NA	NA	NA	NA	NA	NA	NA	NA
ASV02127	NA	NA	NA	NA	NA	NA	NA	NA
ASV03482	NA	NA	NA	NA	NA	NA	NA	NA
ASV00113	NA	NA	NA	NA	NA	NA	NA	NA
ASV00759	NA	NA	NA	NA	NA	NA	NA	NA
ASV00752	NA	NA	NA	NA	NA	NA	NA	NA
ASV03521	NA	NA	NA	NA	NA	NA	NA	NA
ASV00190	NA	NA	NA	NA	NA	NA	NA	NA
ASV01089	NA	NA	NA	NA	NA	NA	NA	NA
ASV01886	NA	NA	NA	NA	NA	NA	NA	NA
ASV04160	NA	NA	NA	NA	NA	NA	NA	NA
ASV04749	NA	NA	NA	NA	NA	NA	NA	NA
ASV02210	NA	NA	NA	NA	NA	NA	NA	NA
ASV04356	NA	NA	NA	NA	NA	NA	NA	NA
ASV02602	NA	NA	NA	NA	NA	NA	NA	NA
ASV01945	NA	NA	NA	NA	NA	NA	NA	NA
ASV01184	NA	NA	NA	NA	NA	NA	NA	NA
ASV02174	NA	NA	NA	NA	NA	NA	NA	NA
ASV01560	NA	NA	NA	NA	NA	NA	NA	NA
ASV01921	NA	NA	NA	NA	NA	NA	NA	NA
ASV11715	NA	NA	NA	NA	NA	NA	NA	NA
ASV00176	NA	NA	NA	NA	NA	NA	NA	NA
ASV02008	NA	NA	NA	NA	NA	NA	NA	NA
ASV01151	NA	NA	NA	NA	NA	NA	NA	NA
ASV00510	NA	NA	NA	NA	NA	NA	NA	NA
ASV04206	NA	NA	NA	NA	NA	NA	NA	NA
ASV00085	NA	NA	NA	NA	NA	NA	NA	NA
ASV02443	NA	NA	NA	NA	NA	NA	NA	NA
ASV00826	NA	NA	NA	NA	NA	NA	NA	NA
ASV01052	NA	NA	NA	NA	NA	NA	NA	NA
ASV02348	NA	NA	NA	NA	NA	NA	NA	NA
ASV00149	NA	NA	NA	NA	NA	NA	NA	NA
ASV02472	NA	NA	NA	NA	NA	NA	NA	NA
ASV01190	NA	NA	NA	NA	NA	NA	NA	NA
ASV01755	NA	NA	NA	NA	NA	NA	NA	NA
ASV01718	NA	NA	NA	NA	NA	NA	NA	NA
ASV02913	NA	NA	NA	NA	NA	NA	NA	NA
ASV01892	NA	NA	NA	NA	NA	NA	NA	NA
ASV01855	NA	NA	NA	NA	NA	NA	NA	NA
ASV06202	NA	NA	NA	NA	NA	NA	NA	NA
ASV01205	NA	NA	NA	NA	NA	NA	NA	NA
ASV00733	NA	NA	NA	NA	NA	NA	NA	NA
ASV02689	NA	NA	NA	NA	NA	NA	NA	NA
ASV01517	NA	NA	NA	NA	NA	NA	NA	NA
ASV01749	NA	NA	NA	NA	NA	NA	NA	NA
ASV06747	NA	NA	NA	NA	NA	NA	NA	NA
ASV04216	NA	NA	NA	NA	NA	NA	NA	NA
ASV06273	NA	NA	NA	NA	NA	NA	NA	NA
ASV00141	NA	NA	NA	NA	NA	NA	NA	NA
ASV00839	NA	NA	NA	NA	NA	NA	NA	NA
ASV00834	NA	NA	NA	NA	NA	NA	NA	NA
ASV01660	NA	NA	NA	NA	NA	NA	NA	NA
ASV02302	NA	NA	NA	NA	NA	NA	NA	NA
ASV01391	NA	NA	NA	NA	NA	NA	NA	NA
ASV00572	NA	NA	NA	NA	NA	NA	NA	NA
ASV01958	NA	NA	NA	NA	NA	NA	NA	NA
ASV01416	NA	NA	NA	NA	NA	NA	NA	NA
ASV02537	NA	NA	NA	NA	NA	NA	NA	NA
ASV01637	NA	NA	NA	NA	NA	NA	NA	NA
ASV02025	NA	NA	NA	NA	NA	NA	NA	NA
ASV03443	NA	NA	NA	NA	NA	NA	NA	NA
ASV02783	NA	NA	NA	NA	NA	NA	NA	NA
ASV03889	NA	NA	NA	NA	NA	NA	NA	NA
ASV02883	NA	NA	NA	NA	NA	NA	NA	NA
ASV01131	NA	NA	NA	NA	NA	NA	NA	NA
ASV01536	NA	NA	NA	NA	NA	NA	NA	NA
ASV02050	NA	NA	NA	NA	NA	NA	NA	NA
ASV01836	NA	NA	NA	NA	NA	NA	NA	NA
ASV06037	NA	NA	NA	NA	NA	NA	NA	NA
ASV01134	NA	NA	NA	NA	NA	NA	NA	NA
ASV01748	NA	NA	NA	NA	NA	NA	NA	NA
ASV03539	NA	NA	NA	NA	NA	NA	NA	NA
ASV04942	NA	NA	NA	NA	NA	NA	NA	NA
ASV07747	NA	NA	NA	NA	NA	NA	NA	NA
ASV02259	NA	NA	NA	NA	NA	NA	NA	NA
ASV01106	NA	NA	NA	NA	NA	NA	NA	NA
ASV00650	NA	NA	NA	NA	NA	NA	NA	NA
ASV11704	NA	NA	NA	NA	NA	NA	NA	NA
ASV00112	NA	NA	NA	NA	NA	NA	NA	NA
ASV01909	NA	NA	NA	NA	NA	NA	NA	NA
ASV01339	NA	NA	NA	NA	NA	NA	NA	NA
ASV02786	NA	NA	NA	NA	NA	NA	NA	NA
ASV00203	NA	NA	NA	NA	NA	NA	NA	NA
ASV01700	NA	NA	NA	NA	NA	NA	NA	NA
ASV01191	NA	NA	NA	NA	NA	NA	NA	NA
ASV02211	NA	NA	NA	NA	NA	NA	NA	NA
ASV01440	NA	NA	NA	NA	NA	NA	NA	NA
ASV01393	NA	NA	NA	NA	NA	NA	NA	NA
ASV04340	NA	NA	NA	NA	NA	NA	NA	NA
ASV01831	NA	NA	NA	NA	NA	NA	NA	NA
ASV01223	NA	NA	NA	NA	NA	NA	NA	NA
ASV01868	NA	NA	NA	NA	NA	NA	NA	NA
ASV01444	NA	NA	NA	NA	NA	NA	NA	NA
ASV14461	NA	NA	NA	NA	NA	NA	NA	NA
ASV01719	NA	NA	NA	NA	NA	NA	NA	NA
ASV03808	NA	NA	NA	NA	NA	NA	NA	NA
ASV02713	NA	NA	NA	NA	NA	NA	NA	NA
ASV02600	NA	NA	NA	NA	NA	NA	NA	NA
ASV00161	NA	NA	NA	NA	NA	NA	NA	NA
ASV01427	NA	NA	NA	NA	NA	NA	NA	NA
ASV01537	NA	NA	NA	NA	NA	NA	NA	NA
ASV05292	NA	NA	NA	NA	NA	NA	NA	NA
ASV01579	NA	NA	NA	NA	NA	NA	NA	NA
ASV00595	NA	NA	NA	NA	NA	NA	NA	NA
ASV02661	NA	NA	NA	NA	NA	NA	NA	NA
ASV09339	NA	NA	NA	NA	NA	NA	NA	NA
ASV01741	NA	NA	NA	NA	NA	NA	NA	NA
ASV01906	NA	NA	NA	NA	NA	NA	NA	NA
ASV01422	NA	NA	NA	NA	NA	NA	NA	NA
ASV00913	NA	NA	NA	NA	NA	NA	NA	NA
ASV01349	NA	NA	NA	NA	NA	NA	NA	NA
ASV01058	NA	NA	NA	NA	NA	NA	NA	NA
ASV02852	NA	NA	NA	NA	NA	NA	NA	NA
ASV01255	NA	NA	NA	NA	NA	NA	NA	NA
ASV01309	NA	NA	NA	NA	NA	NA	NA	NA
ASV02303	NA	NA	NA	NA	NA	NA	NA	NA
ASV00936	NA	NA	NA	NA	NA	NA	NA	NA
ASV04868	NA	NA	NA	NA	NA	NA	NA	NA
ASV01136	NA	NA	NA	NA	NA	NA	NA	NA
ASV01117	NA	NA	NA	NA	NA	NA	NA	NA
ASV07622	NA	NA	NA	NA	NA	NA	NA	NA
ASV01751	NA	NA	NA	NA	NA	NA	NA	NA
ASV03123	NA	NA	NA	NA	NA	NA	NA	NA
ASV01050	NA	NA	NA	NA	NA	NA	NA	NA
ASV03105	NA	NA	NA	NA	NA	NA	NA	NA
ASV01077	NA	NA	NA	NA	NA	NA	NA	NA
ASV01611	NA	NA	NA	NA	NA	NA	NA	NA
ASV02594	NA	NA	NA	NA	NA	NA	NA	NA
ASV02119	NA	NA	NA	NA	NA	NA	NA	NA
ASV01291	NA	NA	NA	NA	NA	NA	NA	NA
ASV05277	NA	NA	NA	NA	NA	NA	NA	NA
ASV01878	NA	NA	NA	NA	NA	NA	NA	NA
ASV01296	NA	NA	NA	NA	NA	NA	NA	NA
ASV01020	NA	NA	NA	NA	NA	NA	NA	NA
ASV01960	NA	NA	NA	NA	NA	NA	NA	NA
ASV01078	NA	NA	NA	NA	NA	NA	NA	NA
ASV01497	NA	NA	NA	NA	NA	NA	NA	NA
ASV01036	NA	NA	NA	NA	NA	NA	NA	NA
ASV01092	NA	NA	NA	NA	NA	NA	NA	NA
ASV04096	NA	NA	NA	NA	NA	NA	NA	NA
ASV01317	NA	NA	NA	NA	NA	NA	NA	NA
ASV01292	NA	NA	NA	NA	NA	NA	NA	NA
ASV06806	NA	NA	NA	NA	NA	NA	NA	NA
ASV01030	NA	NA	NA	NA	NA	NA	NA	NA
ASV00800	NA	NA	NA	NA	NA	NA	NA	NA
ASV01961	NA	NA	NA	NA	NA	NA	NA	NA
ASV05805	NA	NA	NA	NA	NA	NA	NA	NA
ASV14493	NA	NA	NA	NA	NA	NA	NA	NA
ASV06354	NA	NA	NA	NA	NA	NA	NA	NA
ASV03765	NA	NA	NA	NA	NA	NA	NA	NA
ASV12617	NA	NA	NA	NA	NA	NA	NA	NA
ASV04558	NA	NA	NA	NA	NA	NA	NA	NA
ASV12209	NA	NA	NA	NA	NA	NA	NA	NA
ASV14471	NA	NA	NA	NA	NA	NA	NA	NA
ASV08812	NA	NA	NA	NA	NA	NA	NA	NA
ASV03292	NA	NA	NA	NA	NA	NA	NA	NA
ASV00292	NA	NA	NA	NA	NA	NA	NA	NA
ASV13895	NA	NA	NA	NA	NA	NA	NA	NA
ASV11691	NA	NA	NA	NA	NA	NA	NA	NA
ASV11731	NA	NA	NA	NA	NA	NA	NA	NA
ASV06211	NA	NA	NA	NA	NA	NA	NA	NA
ASV06444	NA	NA	NA	NA	NA	NA	NA	NA
ASV08806	NA	NA	NA	NA	NA	NA	NA	NA
ASV03854	NA	NA	NA	NA	NA	NA	NA	NA
ASV04075	NA	NA	NA	NA	NA	NA	NA	NA
ASV02485	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Haloferula	NA	NA
ASV10510	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA	NA
ASV04528	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA	NA
ASV09511	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA	NA
ASV05016	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA	NA
ASV08043	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA	NA
ASV01599	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA	NA
ASV13473	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	NA	NA
ASV09635	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Rubritalea	NA	NA
ASV02164	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Rubritalea	NA	NA
ASV11269	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Rubritalea	NA	NA
ASV05599	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Arctic97B-4 marine group	NA	NA	NA	NA
ASV05743	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Persicirhabdus	NA	NA
ASV10012	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Rubritalea	NA	NA
ASV12845	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA	NA
ASV00186	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	muciniphila	muciniphila
ASV14246	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA	NA
ASV08904	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Harryflintia	NA	NA
ASV06204	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Rubritalea	NA	NA
ASV08179	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	NA	NA	NA
ASV13827	Bacteria	Patescibacteria	ABY1	Candidatus Uhrbacteria	NA	NA	NA	NA
ASV06513	Bacteria	NA	NA	NA	NA	NA	NA	NA
ASV07109	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	NA	NA	NA	NA
ASV05492	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA	NA
ASV06458	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	NA	NA	NA	NA
ASV07815	Bacteria	NA	NA	NA	NA	NA	NA	NA
ASV06415	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA	NA
ASV04982	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	NA
ASV12179	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA	NA
ASV10190	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	NA
ASV13964	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA	NA
ASV08217	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	NA	NA
ASV07246	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	NA	NA
ASV08867	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tautonia	NA	NA
ASV12217	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	NA	NA
ASV06748	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	NA	NA
ASV02994	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	NA	NA
ASV07870	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	NA	NA
ASV05129	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Paludisphaera	NA	NA
ASV08196	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	NA	NA
ASV08827	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA	NA
ASV10319	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	NA
ASV05422	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	NA	NA
ASV03522	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	NA	NA
ASV14358	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	NA	NA
ASV13135	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	NA	NA	NA
ASV04394	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	NA	NA
ASV08180	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	NA	NA
ASV05243	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	NA	NA
ASV04134	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Waddliaceae	Waddlia	NA	NA
ASV04240	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	NA	NA	NA
ASV02943	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	NA	NA	NA
ASV06842	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	NA	NA	NA
ASV05760	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	NA	NA	NA
ASV06412	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
ASV11239	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
ASV03578	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
ASV05559	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
ASV13946	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	NA	NA
ASV07223	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	NA	NA
ASV01857	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	NA	NA
ASV06269	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	NA	NA
ASV02651	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
ASV12094	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Ellin516	NA	NA
ASV06546	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Ellin516	NA	NA
ASV01745	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
ASV06000	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
ASV04641	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Pedosphaera	NA	NA
ASV04376	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
ASV03902	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
ASV03106	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
ASV01593	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
ASV11543	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	NA
ASV11164	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	NA
ASV10366	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	NA	NA	NA	NA
ASV05364	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	NA	NA
ASV04323	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	NA	NA
