"removal_step","Kingdom","Phylum","Class","Order","Family","Genus","asvs","raw_reads"
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Mitochondria",,102,6199
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",22,3815
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",17,3094
"mean_abundance_filter","Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast",,,69,2824
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",14,2413
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",21,1664
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",15,1440
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",14,1370
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",,16,1366
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",8,1328
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus",10,1250
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",4,1230
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus",16,1194
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium",10,1173
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster",4,1153
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",5,1110
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",5,1049
"mean_abundance_filter","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales",,,9,1037
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",3,1008
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",3,984
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Periweissella",3,916
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",,5,866
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Kitasatosporales","Streptomycetaceae","Streptomyces",5,864
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",2,788
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",9,768
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter",3,763
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae",,6,763
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Pelagibacterales","Clade I","Clade Ia",4,741
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",2,734
"mean_abundance_filter","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 2",,,2,727
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella",4,713
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lacticaseibacillus",6,680
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Mesorhizobium",4,673
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium",3,672
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",3,655
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",1,639
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter",3,637
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Monoglobales","Monoglobaceae","Monoglobus",2,626
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",2,620
"mean_abundance_filter","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella",3,619
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerobutyricum",2,608
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus",2,588
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae",,22,572
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-010",2,554
"mean_abundance_filter","Bacteria","Acidobacteriota","Acidobacteriae","Terriglobales",,,3,546
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia",1,536
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc",4,536
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","[Eubacterium] siraeum group",2,534
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Albimonas",2,521
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae",,3,511
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Negativibacillus",2,496
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","SAR86 clade",,3,495
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter",1,480
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",2,480
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Salinimicrobium",2,475
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","WD260",,,2,473
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",1,463
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter",2,462
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas",4,448
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",5,447
"mean_abundance_filter","Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila",1,443
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium",3,440
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",1,437
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Thomasclavelia",2,435
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Eisenbergiella",3,431
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae",,2,429
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Faecalibaculum",1,422
"mean_abundance_filter","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter",1,411
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium",2,398
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",1,396
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",,1,381
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Aliihoeflea",1,380
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Neobacillus",2,378
"mean_abundance_filter","Bacteria","Acidobacteriota","Acidobacteriae","Terriglobales","Acidobacteriaceae (Subgroup 1)","Silvibacterium",1,368
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae",,3,368
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Brucella",1,363
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas",1,361
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",2,358
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae",,2,356
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter",1,352
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea",1,349
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Acutalibacter",3,345
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes",2,343
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Aliivibrio",2,334
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",,,3,319
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",3,317
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Kitasatosporales","Streptomycetaceae",,1,305
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Bradyrhizobium",2,304
"mean_abundance_filter","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter",3,298
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",4,293
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",3,285
"mean_abundance_filter","Bacteria","Acidobacteriota","Acidobacteriae","Terriglobales","Acidobacteriaceae (Subgroup 1)","Edaphobacter",1,283
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Mammaliicoccus",1,274
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Neisseriaceae",,2,270
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae",,8,270
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter",1,266
"mean_abundance_filter","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",,3,265
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria",,,,3,262
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia",2,262
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Francisellales","Francisellaceae","Francisella",1,255
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans",3,255
"mean_abundance_filter","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",2,248
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",,3,246
"mean_abundance_filter","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter",2,244
"mean_abundance_filter","Bacteria","Chloroflexota","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","1959-1",2,244
"mean_abundance_filter","Bacteria","Bacillota","Clostridia",,,,1,243
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Extibacter",1,242
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",1,241
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia",3,241
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",3,238
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria",3,237
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter",1,233
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Haemophilus",2,231
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiales Incertae Sedis","Nordella",2,230
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira",1,226
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus",1,225
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae",,1,225
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia",4,225
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family XIII AD3011 group",2,223
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",4,222
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",3,219
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter",1,216
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Blastomonas",2,215
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Elsterales",,,3,206
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",,1,204
"mean_abundance_filter","Bacteria","Myxococcota","Polyangiia","Polyangiales","BIrii41",,1,204
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia",2,204
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","SC-I-84",,3,203
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Weissella",7,201
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Hyphomicrobium",1,198
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Faecalicatena",1,196
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Ectobacillus",1,195
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Tardiphaga",1,195
"mean_abundance_filter","Bacteria","Bdellovibrionota","Bacteriovoracia","Bacteriovoracales","Bacteriovoracaceae",,1,192
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002",1,191
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Paucilactobacillus",3,191
"mean_abundance_filter","Bacteria","Chloroflexota","Chloroflexia","Chloroflexales","Roseiflexaceae",,1,188
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Luteimonas",2,188
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Galbitalea",1,187
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",4,187
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Anoxybacillus",1,185
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Halieaceae","OM60(NOR5) clade",2,185
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Parablastomonas",1,182
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Geodermatophilaceae",,1,181
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Levilactobacillus",1,181
"mean_abundance_filter","Bacteria","Chloroflexota","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9",,2,181
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae",,5,177
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Phyllobacterium",1,175
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium",2,172
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae",,2,172
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Pontibacter",1,171
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Pseudolabrys",1,171
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Microvirga",3,169
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Massiliomicrobiota",2,168
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter",2,168
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] xylanophilum group",2,167
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter",1,166
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Psychrobium",1,165
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",,2,165
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Pelagibacterales","Clade II",,1,157
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Planktomarina",1,148
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Intestinibacter",2,145
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Hungatella",1,141
"mean_abundance_filter","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae",,1,139
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas",1,139
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus",1,138
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Arenimonas",1,137
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Lelliottia",1,131
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Catenibacillus",1,130
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger",1,128
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium",1,126
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Amb-16S-1323",,1,125
"mean_abundance_filter","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella",3,122
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruthenibacterium",1,121
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae",,1,119
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",,1,119
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium",2,119
"mean_abundance_filter","Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Microtrichaceae",,1,117
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Chromatiaceae",,1,117
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter",4,116
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Parvibaculales","PS1 clade",,1,115
"mean_abundance_filter","Bacteria","Candidatus Eremiobacterota","Eremiobacteria",,,,1,114
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",1,114
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Marvinbryantia",2,113
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium",2,113
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Kaistiaceae","Kaistia",2,112
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Candidatus Arthromitus",1,111
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Pararhizobium",1,108
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",5,105
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",1,103
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","TRA3-20",,1,102
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Rahnella",2,101
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae",,5,99
"mean_abundance_filter","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Megamonas",1,98
"mean_abundance_filter","Bacteria","Myxococcota","Polyangiia","Polyangiales","Sandaracinaceae",,1,97
"mean_abundance_filter","Bacteria","Actinomycetota","MB-A2-108",,,,1,95
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Paraglaciecola",1,95
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade",2,95
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",,2,95
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus] gauvreauii group",1,94
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium",1,93
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor",1,92
"mean_abundance_filter","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",2,92
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Anaerotruncus",1,91
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-005",1,90
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax",1,88
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae",,2,88
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes",1,87
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Furfurilactobacillus",1,86
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] ventriosum group",1,84
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Salinirepens",1,83
"mean_abundance_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lactonifactor",1,82
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","KF-JG30-B3",,1,81
"mean_abundance_filter","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","[Clostridium] innocuum group",2,81
"mean_abundance_filter","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola",1,77
"mean_abundance_filter","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",1,77
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",2,77
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis",1,76
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium",1,74
"mean_abundance_filter","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",2,74
"mean_abundance_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Ruegeria",1,73
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Aureispira",1,73
"mean_abundance_filter","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",,1,72
"mean_abundance_filter","Bacteria","Chloroflexota","KD4-96",,,,1,72
"mean_abundance_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Pseudoxanthomonas",2,71
"mean_abundance_filter","Archaea","Thermoproteota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae",,1,68
