"removal_step","Kingdom","Phylum","Class","Order","Family","Genus","asvs","raw_reads"
"prevalence_filter","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081 sediment group",2,17
"prevalence_filter","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Solobacterium",2,17
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Jannaschia",2,17
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella",3,17
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","AB1",,2,17
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Roseateles",3,17
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Coprobacter",1,16
"prevalence_filter","Bacteria","Dependentiae","Babeliae","Babeliales","Babeliaceae",,1,16
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Arenimonas",1,16
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Dermabacteraceae","Dermabacter",1,16
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Paenarthrobacter",1,16
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges",2,16
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylotenera",3,16
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Angelakisella",3,16
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Azospirillales","Inquilinaceae","Inquilinus",1,15
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacillus",1,15
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","CWT CU03-E12",,1,15
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Roseobacter clade NAC11-7 lineage",1,15
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia",1,15
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Shuttleworthia",1,15
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Intrasporangiaceae","Serinicoccus",1,15
"prevalence_filter","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Succiniclasticum",2,15
"prevalence_filter","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptoclostridium",2,15
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Pleomorphomonadaceae","Chthonobacter",1,14
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Daejeonella",1,14
"prevalence_filter","Bacteria","Planctomycetota","OM190",,,,1,14
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",1,14
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Salinarimonas",1,14
"prevalence_filter","Bacteria","Gemmatimonadota","BD2-11 terrestrial group",,,,2,14
"prevalence_filter","Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae",,2,14
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio",3,14
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas",2,14
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Flavimaricola",1,13
"prevalence_filter","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Mogibacterium",1,13
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Hassallia",1,13
"prevalence_filter","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Patulibacter",1,13
"prevalence_filter","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Macrococcus",1,13
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","[Clostridium] methylpentosum group",2,13
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter",2,13
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae",,2,13
"prevalence_filter","Bacteria","Bacillota","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Kroppenstedtia",3,13
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter",1,12
"prevalence_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Alkalihalophilus",1,12
"prevalence_filter","Bacteria","Myxococcota","Myxococcia","Myxococcales","Vulgatibacteraceae","Vulgatibacter",1,12
"prevalence_filter","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Opitutales","Opitutaceae","Opitutus",1,12
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17",,1,12
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Raineyaceae","Raineya",1,12
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Amylibacter",1,12
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Dermacoccaceae",,1,12
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Aliiroseovarius",1,12
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Saccharedens",1,12
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Fibrella",1,12
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium",1,12
"prevalence_filter","Bacteria","Bdellovibrionota","Bacteriovoracia","Bacteriovoracales","Bacteriovoracaceae",,2,12
"prevalence_filter","Bacteria","Chloroflexota","Ktedonobacteria","B12-WMSP1",,,2,12
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae",,2,12
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Aestuariicoccus",2,12
"prevalence_filter","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Selenomonas",2,12
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus",2,12
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Promicromonosporaceae","Promicromonospora",1,11
"prevalence_filter","Bacteria","Chloroflexota",,,,,1,11
"prevalence_filter","Bacteria","Myxococcota","Polyangiia","Polyangiales","Polyangiaceae","Sorangium",1,11
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gramella",1,11
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Roseibacterium",1,11
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseococcus",1,11
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleibacter",1,11
"prevalence_filter","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","UCG-004",1,11
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ottowia",1,11
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens",1,11
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Orbaceae","Gilliamella",1,11
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Catenulisporales","Actinospicaceae",,1,11
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Gallionellaceae",,1,11
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Owenweeksia",1,11
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Elizabethkingia",1,11
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Leptothrix",1,11
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae",,2,11
"prevalence_filter","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Coriobacteriaceae UCG-002",2,11
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Intestinimonas",2,11
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","MWH-UniP1 aquatic group",,3,11
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","C39",1,10
"prevalence_filter","Bacteria","Chloroflexota","Dehalococcoidia","S085",,,1,10
"prevalence_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Ornithinibacillus",1,10
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Chitinimonadaceae","Chitinimonas",1,10
"prevalence_filter","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Chryseomicrobium",1,10
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionicimonas",1,10
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Cytophagales",,,1,10
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Cuneatibacter",1,10
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-004",1,10
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Aeriscardovia",1,10
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae","Virgisporangium",1,10
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Candidatus Methylopumilus",1,10
"prevalence_filter","Archaea","Thermoproteota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae",,1,10
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Puteibacter",1,10
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera",2,10
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales","Nevskiaceae",,2,10
"prevalence_filter","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Aliicoccus",2,10
"prevalence_filter","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia",3,10
"prevalence_filter","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Calothrix PCC-6303",1,9
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Aminobacter",1,9
"prevalence_filter","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae",,1,9
"prevalence_filter","Bacteria","Sva0485",,,,,1,9
"prevalence_filter","Bacteria","Acidobacteriota","Acidobacteriae","Terriglobales","Acidobacteriaceae (Subgroup 1)","Silvibacterium",1,9
"prevalence_filter","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Nostocaceae",,1,9
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-002",1,9
"prevalence_filter","Bacteria","Acidobacteriota","Blastocatellia",,,,1,9
"prevalence_filter","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae",,1,9
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae",,1,9
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Chelativorans",1,9
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","GCA-900066575",1,9
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rubritepida",1,9
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix",1,9
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Actinomycetales","Actinomycetaceae","Varibaculum",1,9
"prevalence_filter","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Anaerovibrio",1,9
"prevalence_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Heyndrickxia",1,9
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-003",1,9
"prevalence_filter","Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales (SR1)",,,1,9
"prevalence_filter","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41",1,9
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",,2,9
"prevalence_filter","Bacteria","Bacillota","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus",2,9
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Kordiimonadales","Kordiimonadaceae","Kordiimonas",2,9
"prevalence_filter","Bacteria","Chloroflexota","Anaerolineae","Aggregatilineales",,,2,9
"prevalence_filter","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",3,9
"prevalence_filter","Bacteria","Thermodesulfobacteriota","Syntrophia","Syntrophales",,,2,9
"prevalence_filter","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Candidatus Arthromitus",2,9
"prevalence_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Listeriaceae","Listeria",4,9
"prevalence_filter","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",,,1,8
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales","Nevskiaceae","Hydrocarboniphaga",1,8
"prevalence_filter","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacter",1,8
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Mizugakiibacter",1,8
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Kineosporiales","Kineosporiaceae","Quadrisphaera",1,8
"prevalence_filter","Bacteria","Myxococcota","Polyangiia","mle1-27",,,1,8
"prevalence_filter","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Tautonia",1,8
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Elsterales","Elsteraceae",,1,8
"prevalence_filter","Bacteria","Cyanobacteriota","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Leptolyngbya FYG",1,8
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae","Stackebrandtia",1,8
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Tessaracoccus",1,8
"prevalence_filter","Bacteria","Bacillota","Bacilli","Aneurinibacillales","Aneurinibacillaceae","Aneurinibacillus",1,8
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Marisediminicola",1,8
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Clavibacter",1,8
"prevalence_filter","Bacteria","Bacillota","Bacilli","RsaHf231",,,1,8
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Kiloniellales","Fodinicurvataceae",,1,8
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Ferribacterium",1,8
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Francisellales","Francisellaceae",,1,8
"prevalence_filter","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae",,1,8
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Planktomarina",1,8
"prevalence_filter","Bacteria","Cyanobacteriota","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Leptolyngbya ANT.L52.2",1,8
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Cnuella",1,8
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Imtechella",1,8
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae",,1,8
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Parvibaculales","PS1 clade",,1,8
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Tardiphaga",1,8
"prevalence_filter","Bacteria","Chloroflexota","Anaerolineae","Caldilineales","Caldilineaceae",,1,8
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella",1,8
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Intrasporangiaceae","Oryzobacter",1,8
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Wenyingzhuangia",1,8
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Marivivens",1,8
"prevalence_filter","Bacteria","Elusimicrobiota","Elusimicrobia","Lineage IV",,,2,8
"prevalence_filter","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Opitutales","Puniceicoccaceae",,2,8
"prevalence_filter","Bacteria","Verrucomicrobiota","Verrucomicrobiia",,,,2,8
"prevalence_filter","Bacteria","Myxococcota","bacteriap25",,,,2,8
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Psychrosphaera",2,8
"prevalence_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc",3,8
"prevalence_filter","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Bhargavaea",1,7
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","S25-593",,1,7
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Pelagibacterales","Clade I",,1,7
"prevalence_filter","Bacteria","Chloroflexota","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus",1,7
"prevalence_filter","Bacteria","Chloroflexota","Chloroflexia","Chloroflexales","Chloroflexaceae","Chloroflexus",1,7
"prevalence_filter","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Hathewaya",1,7
"prevalence_filter","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Savagea",1,7
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium",1,7
"prevalence_filter","Bacteria","Gemmatimonadota","Longimicrobiia","Longimicrobiales","Longimicrobiaceae","Longimicrobium",1,7
"prevalence_filter","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Paludibaculum",1,7
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","p-251-o5",,1,7
"prevalence_filter","Bacteria","Acidobacteriota","Holophagae","Subgroup 7",,,1,7
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",,,1,7
"prevalence_filter","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","FS140-16B-02 marine group",1,7
"prevalence_filter","Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosaetaceae","Methanothrix",1,7
"prevalence_filter","Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peribacteria",,,1,7
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Paraflavitalea",1,6
"prevalence_filter","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae",,1,6
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Acidipropionibacterium",1,6
"prevalence_filter","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales",,,1,6
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter",1,6
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","F082",,1,6
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella",1,6
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharomonospora",1,6
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Sandaracinomonas",1,6
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Plesiomonas",1,6
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Ruminiclostridium",1,6
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylorubrum",1,6
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinophytocola",1,6
"prevalence_filter","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","Wolinella",1,6
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propioniciclava",1,6
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Azospirillales","Azospirillaceae","Azospirillum",1,6
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas",1,6
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales",,,1,6
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Johnsonella",1,6
"prevalence_filter","Bacteria","Bacillota","Bacilli","Lactobacillales","Aerococcaceae",,1,6
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylocystis",1,6
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquaticitalea",1,6
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylocaldum",1,6
"prevalence_filter","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae","Micropepsis",1,6
"prevalence_filter","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Solibacillus",1,6
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Fournierella",1,6
"prevalence_filter","Bacteria","Methylomirabilota","Methylomirabilia","Methylomirabilales","Methylomirabilaceae","Candidatus Methylomirabilis",1,6
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae",,1,6
"prevalence_filter","Bacteria","Bacillota","Clostridia","Oscillospirales","UCG-010",,2,6
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylophilus",1,5
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae",,1,5
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Bogoriellaceae","Georgenia",1,5
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","EC3",,,1,5
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Chujaibacter",1,5
"prevalence_filter","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Family XI",,1,5
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Hahellaceae",,1,5
"prevalence_filter","Bacteria","Candidatus Kapabacteria","Kapabacteria","Kapabacteriales",,,1,5
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Rheinheimera",1,5
"prevalence_filter","Bacteria","Thermodesulfobacteriota","Syntrophorhabdia","Syntrophorhabdales","Syntrophorhabdaceae","Syntrophorhabdus",1,5
"prevalence_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Peribacillus",1,5
"prevalence_filter","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae",,1,5
"prevalence_filter","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Coprobacillus",1,5
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Microbulbiferaceae","Microbulbifer",1,5
"prevalence_filter","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Allobaculum",1,5
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Psychromonadaceae","Agarivorans",1,5
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Galbitalea",1,5
"prevalence_filter","Archaea","Thermoproteota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosarchaeum",1,5
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Dermacoccaceae","Kytococcus",1,5
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales","Nevskiaceae","Nevskia",1,5
"prevalence_filter","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Oceanobacillus",1,5
"prevalence_filter","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae XPB1014 group",1,5
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Haliscomenobacter",1,5
"prevalence_filter","Bacteria","Actinomycetota","Actinobacteria","Actinomycetales","Actinomycetaceae","Gleimia",1,5
"prevalence_filter","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Alcanivorax",1,5
"prevalence_filter","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales",,,1,5
"prevalence_filter","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Centipeda",1,5
