"tax_level","panel","timepoint","taxon_plot","mean_rel_abundance","percent"
"Family","BL15","D30","Comamonadaceae",0,0
"Family","BL15","D30","Lachnospiraceae",0,0
"Family","BL15","D30","Morganellaceae",0,0
"Family","BL15","D90","Mycoplasmataceae",0.671867349475409,67.1867349475409
"Family","BL15","D90","Vibrionaceae",0.320383754583515,32.0383754583515
"Family","BL15","D90","Fusobacteriaceae",0.00370059329293814,0.370059329293814
"Family","BL15","D90","Others",0.00214735397384468,0.214735397384468
"Family","BL15","D90","Moraxellaceae",0.00138275854355171,0.138275854355171
"Family","BL15","D90","Propionibacteriaceae",0.000153497505899567,0.0153497505899567
"Family","BL15","D90","Streptococcaceae",0.000127233363834878,0.0127233363834878
"Family","BL15","D90","Chloroplast",9.66615276025469e-05,0.00966615276025469
"Family","BL15","D90","Pseudomonadaceae",7.03856234209381e-05,0.00703856234209381
"Family","BL15","D90","Lactobacillaceae",5.73294064304079e-05,0.0057329406430408
"Family","BL15","D90","Staphylococcaceae",8.69414014953921e-06,0.000869414014953921
"Family","BL15","D90","Bacillaceae",4.38856340376978e-06,0.000438856340376978
"Family","BL15","D90","Bacteroidaceae",0,0
"Family","BL15","D90","Comamonadaceae",0,0
"Family","BL15","D90","Lachnospiraceae",0,0
"Family","BL15","D90","Morganellaceae",0,0
"Family","BL30","D07","Vibrionaceae",0.598359757252202,59.8359757252202
"Family","BL30","D07","Morganellaceae",0.136874813955872,13.6874813955872
"Family","BL30","D07","Comamonadaceae",0.0580202107751645,5.80202107751645
"Family","BL30","D07","Bacteroidaceae",0.041896096933154,4.1896096933154
"Family","BL30","D07","Lachnospiraceae",0.0396964535222686,3.96964535222686
"Family","BL30","D07","Mycoplasmataceae",0.0315647607293789,3.15647607293789
"Family","BL30","D07","Moraxellaceae",0.028953950006565,2.8953950006565
"Family","BL30","D07","Others",0.0221005096625222,2.21005096625222
"Family","BL30","D07","Fusobacteriaceae",0.0101391083733105,1.01391083733105
"Family","BL30","D07","Streptococcaceae",0.00972900380331221,0.972900380331221
"Family","BL30","D07","Staphylococcaceae",0.00732360365806026,0.732360365806026
"Family","BL30","D07","Chloroplast",0.00686426029698959,0.686426029698959
"Family","BL30","D07","Bacillaceae",0.00506971730591285,0.506971730591285
"Family","BL30","D07","Propionibacteriaceae",0.0022168365008468,0.22168365008468
"Family","BL30","D07","Lactobacillaceae",0.000626421119565879,0.0626421119565879
"Family","BL30","D07","Pseudomonadaceae",0.000564496104875438,0.0564496104875438
"Family","BL30","D30","Vibrionaceae",0.906136025672085,90.6136025672085
"Family","BL30","D30","Mycoplasmataceae",0.0828915687374038,8.28915687374038
"Family","BL30","D30","Others",0.00381517325349518,0.381517325349518
"Family","BL30","D30","Propionibacteriaceae",0.00190788715700523,0.190788715700523
"Family","BL30","D30","Fusobacteriaceae",0.00176017200475316,0.176017200475316
"Family","BL30","D30","Streptococcaceae",0.00174929662192997,0.174929662192997
"Family","BL30","D30","Moraxellaceae",0.00104854194087027,0.104854194087027
"Family","BL30","D30","Staphylococcaceae",0.000349615090229116,0.0349615090229116
"Family","BL30","D30","Lactobacillaceae",0.000251090100897302,0.0251090100897302
"Family","BL30","D30","Pseudomonadaceae",9.06294213311448e-05,0.00906294213311448
"Family","BL30","D30","Bacillaceae",0,0
"Family","BL30","D30","Bacteroidaceae",0,0
"Family","BL30","D30","Chloroplast",0,0
"Family","BL30","D30","Comamonadaceae",0,0
"Family","BL30","D30","Lachnospiraceae",0,0
"Family","BL30","D30","Morganellaceae",0,0
"Family","BL30","D90","Mycoplasmataceae",0.769301918253294,76.9301918253294
"Family","BL30","D90","Vibrionaceae",0.225744932673656,22.5744932673656
"Family","BL30","D90","Fusobacteriaceae",0.00148135313022687,0.148135313022687
"Family","BL30","D90","Streptococcaceae",0.00118066415644399,0.118066415644399
"Family","BL30","D90","Staphylococcaceae",0.00070517489887327,0.070517489887327
"Family","BL30","D90","Others",0.000583211657173646,0.0583211657173646
"Family","BL30","D90","Lactobacillaceae",0.000380509933476024,0.0380509933476024
"Family","BL30","D90","Chloroplast",0.000281656723873941,0.0281656723873941
"Family","BL30","D90","Propionibacteriaceae",0.000240205911644654,0.0240205911644654
"Family","BL30","D90","Moraxellaceae",0.000100372661337535,0.0100372661337535
"Family","BL30","D90","Bacillaceae",0,0
"Family","BL30","D90","Bacteroidaceae",0,0
"Family","BL30","D90","Comamonadaceae",0,0
"Family","BL30","D90","Lachnospiraceae",0,0
"Family","BL30","D90","Morganellaceae",0,0
"Family","BL30","D90","Pseudomonadaceae",0,0
