"tax_level","timepoint","group","taxon_plot","mean_rel_abundance","percent"
"Family","D90","Hydrolysate","Fusobacteriaceae",0.00262923597300856,0.262923597300857
"Family","D90","Hydrolysate","Others",0.00139225078648625,0.139225078648625
"Family","D90","Hydrolysate","Moraxellaceae",0.00076367570386211,0.076367570386211
"Family","D90","Hydrolysate","Streptococcaceae",0.000635786160266865,0.0635786160266865
"Family","D90","Hydrolysate","Staphylococcaceae",0.000344926230567892,0.0344926230567892
"Family","D90","Hydrolysate","Lactobacillaceae",0.000213347591900705,0.0213347591900705
"Family","D90","Hydrolysate","Propionibacteriaceae",0.000195356736259264,0.0195356736259264
"Family","D90","Hydrolysate","Chloroplast",0.000185969553388737,0.0185969553388737
"Family","D90","Hydrolysate","Pseudomonadaceae",3.64063569418645e-05,0.00364063569418645
"Family","D90","Hydrolysate","Bacillaceae",2.26994658815678e-06,0.000226994658815678
"Family","D90","Hydrolysate","Bacteroidaceae",0,0
"Family","D90","Hydrolysate","Comamonadaceae",0,0
"Family","D90","Hydrolysate","Lachnospiraceae",0,0
"Family","D90","Hydrolysate","Morganellaceae",0,0
