"taxon_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","level","comparison","family","group_variable","reference","contrast","adjustment","n_reference","n_contrast","Kingdom","Phylum","Class","Order","Family","Genus","Species","Species_addSpecies","taxon_label","significant"
"ASV00009",1118.73451646053,8.00010513337879,1.9536506572768,4.09495172720909,4.22256358486062e-05,0.00111897934998807,"DESeq2","asv","t30_BL30_vs_Ctrl","diet_by_time","diet_code","Ctrl","BL30","",15,14,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",,"phosphoreum/piscicola","Photobacterium (ASV00009)",TRUE
"ASV00054",29.30307100202,-7.53814400093009,2.04635164010288,-3.68369924953421,0.000229873443704014,0.00120045020600985,"DESeq2","asv","Ctrl_D90_vs_D07","time_within_diet","timepoint","D07","D90","",15,15,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",,"massiliensis","Blautia (ASV00054)",TRUE
"ASV00080",14.716196840748,-6.81620482254902,1.89105083586941,-3.60445350979435,0.000312810433793258,0.00129758402166092,"DESeq2","asv","Ctrl_D30_vs_D07","time_within_diet","timepoint","D07","D30","",15,15,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerobutyricum",,,"Anaerobutyricum (ASV00080)",TRUE
"ASV00047",25.9905337767435,-8.44016218298606,2.42202839735165,-3.48474947371175,0.000492598020215306,0.00147779406064592,"DESeq2","asv","BL30_D30_vs_D07","time_within_diet","timepoint","D07","D30","",15,14,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","johnsonii","bouvetii/haemolyticus/johnsonii","johnsonii (ASV00047)",TRUE
"ASV00064",20.416538976236,-7.28577636487241,2.04924317475146,-3.555349826043,0.00037747650400064,0.00150990601600256,"DESeq2","asv","Ctrl_D30_vs_D07","time_within_diet","timepoint","D07","D30","",15,15,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter",,,"Mediterraneibacter (ASV00064)",TRUE
"ASV00002",24111.2557467772,3.74449719850082,1.07922150679487,3.46962803736317,0.000521179590996845,0.00175898111961435,"DESeq2","asv","BL30_D90_vs_D30","time_within_diet","timepoint","D30","D90","",14,14,"Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae",,,,"Unclassified Mycoplasmataceae genus (ASV00002)",TRUE
"ASV00052",19.67212006332,-7.23219885354178,2.0815671611645,-3.47440091699748,0.000511995415262776,0.00197736160377348,"DESeq2","asv","Ctrl_D30_vs_D07","time_within_diet","timepoint","D07","D30","",15,15,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","bullata","bullata/halotolerans/terrae","bullata (ASV00052)",TRUE
"ASV00084",24.51271724796,-7.28045973135078,2.06496866110257,-3.52569986580981,0.000422365339079531,0.00208959694070926,"DESeq2","asv","Ctrl_D90_vs_D07","time_within_diet","timepoint","D07","D90","",15,15,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","vancouverensis","chlororaphis/fluorescens/jessenii/koreensis/lutea/mohnii/moorei/putida/umsongensis/vancouverensis","vancouverensis (ASV00084)",TRUE
"ASV00027",45.2453056222789,-8.03750748660357,2.09618749500035,-3.83434568986504,0.000125898978754159,0.00209831631256931,"DESeq2","asv","t30_BL30_vs_BL15","diet_by_time","diet_code","BL15","BL30","",15,14,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",,,"Cetobacterium (ASV00027)",TRUE
"ASV00098",23.4945526310807,-7.21878601024883,2.06164701688292,-3.50146555212113,0.000462706784180039,0.00217472188564618,"DESeq2","asv","Ctrl_D90_vs_D07","time_within_diet","timepoint","D07","D90","",15,15,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Priestia",,"aryabhattai","Priestia (ASV00098)",TRUE
