"taxon_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","level","model","term","full_model","reduced_model","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species","Species_addSpecies","taxon_label"
"ASV00029",19.9213498064449,-1.08260054623222,1.50412741915571,1.13955696769341,0.565650725595332,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",,,"Lactococcus"
"ASV00030",4.2920953336832,-1.68212074410232,2.02749282928061,1.27774965019333,0.527886054151522,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","Listeriaceae","Listeria",,,"Listeria"
"ASV00032",42.6547454872413,-0.636275609073194,0.845489176063369,1.59549257930109,0.450342763429855,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",,,"Cutibacterium"
"ASV00034",1.21723217819985,0.468315104472019,2.48345588408235,0.314524524273367,0.854479931696301,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",,,"Ligilactobacillus"
"ASV00035",12.0313503713133,-1.41874456707799,1.65058552000118,0.571305232408577,0.751523637740736,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",,,"Pediococcus"
"ASV00036",1.81711519254609,-6.41071615767924e-05,1.6373872724431,0.0180132396734507,0.991033818269103,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella",,,"Escherichia-Shigella"
"ASV00037",34.4995446224109,0.446961580164449,1.08992305923023,0.167857431335165,0.9194967994745,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",,,"Streptococcus"
"ASV00043",0.523860050200152,0.248659152075949,2.744350369956,0.242993616335639,0.885593880011401,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",,,"Enterococcus"
"ASV00045",44.0149021306594,1.75819419277731,1.05175388273189,2.62585881461121,0.269030800131245,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",,,"Acinetobacter"
"ASV00049",9.34891234662413,-1.50223621518231,1.49819467441837,1.6427546213618,0.439825460838376,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus",,,"Bacillus"
"ASV00052",8.13971772189827,0.468013735742651,1.44157272701541,0.579948645199522,0.748282781288352,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",,,"Brevundimonas"
"ASV00053",5.88049772429358,0.00612489724334658,1.68248423396319,0.243520889895649,0.885360435666093,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter",,,"Fusicatenibacter"
"ASV00057",6.6762997030855,-0.110880217200851,1.61881597306587,0.189513573959687,0.909594132704127,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",,,"Ruminococcus"
"ASV00059",16.436018561311,-3.43728480877801,1.39704202058851,3.01647822191194,0.221299318611525,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",,,"Pseudomonas"
"ASV00060",19.2084031050076,0.385782762789845,1.32801933779511,1.10115645567578,0.576616298371317,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",,,"Staphylococcus"
"ASV00061",2.45008209188608,-0.597079861952313,2.10735656579492,0.335026614673694,0.845765362329388,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactiplantibacillus",,,"Lactiplantibacillus"
"ASV00062",4.63247787210156,0.266897103869713,1.78293215818252,0.236213712044616,0.888601095162872,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Mammaliicoccus",,,"Mammaliicoccus"
"ASV00064",4.53156136471284,0.073422900410863,1.76339291739813,0.148908048759665,0.928250149954265,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter",,,"Mediterraneibacter"
"ASV00065",28.0115305418279,0.291313564847053,1.4854108806167,-0.195686107205631,1,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast",,,,,"Unclassified Cyanobacteriota genus"
"ASV00068",3.65837013702753,-0.11757210316926,1.62488217643525,0.0789472721324955,0.961295297182055,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",,,"Parabacteroides"
"ASV00072",2.60246326307229,-3.06048983457003,1.7727079595794,4.88147107121472,0.0870967651239443,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Weissella",,,"Weissella"
"ASV00075",0.392739130764361,0.524194000040165,3.57263770347978,0.595310552435358,0.742557272783802,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae","Malacoplasma",,,"Malacoplasma"
"ASV00080",4.79725817516064,-0.117577603409684,1.68976217001349,0.164714177127962,0.920943041745318,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerobutyricum",,,"Anaerobutyricum"
"ASV00083",2.85612324735374,0.0943815332517904,1.71613750118469,-0.000257779391859003,1,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter",,,"Oscillibacter"
"ASV00094",0.824534785470231,-0.490996746021496,3.56757982882764,0.0466455538028896,0.9769470969194,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Latilactobacillus",,,"Latilactobacillus"
"ASV00098",2.94748523610374,-2.91198431639222,2.17576344835207,1.65174651746312,0.437852466977473,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Priestia",,,"Priestia"
"ASV00100",2.4118606243794,-0.00589083047421319,1.87873350404816,0.101652455345572,0.950443817017036,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster",,,"Enterocloster"
"ASV00103",3.27931881687474,0.0719848704509115,1.93699189650594,2.26459096216166,0.322292590111637,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae",,,,"Unclassified Paracoccaceae genus"
"ASV00104",2.48945442901841,-0.201280797405092,1.82912378655632,0.424353495502828,0.808821727510422,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium",,,"Phascolarctobacterium"
"ASV00109",6.1288511005553,2.2665489385338,2.1257469748353,0.904009782674876,0.636351057109725,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Actinomycetota","Actinobacteria","Kitasatosporales","Streptomycetaceae","Streptomyces",,,"Streptomyces"
"ASV00111",1.72640654170856,-1.68986975915966,3.43560319095603,0.255577218755661,0.880039391557826,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Neobacillus",,,"Neobacillus"
"ASV00115",0.81535252294941,-0.323511026550922,1.90029011745617,0.0736627519374338,0.963838648005232,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus",,,"Limosilactobacillus"
"ASV00120",0.255111498323363,-0.521937422901413,3.56940273815863,0.215750306744624,0.897739669204577,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Commensalibacter",,,"Commensalibacter"
"ASV00131",0.520087481348788,-0.353541162695208,2.49095304834412,0.180223483321555,0.9138290667883,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",,,"Lactobacillus"
"ASV00132",2.19230164917268,-0.208927738875362,1.81686434918334,0.707033638213375,0.702214181873502,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Intestinibacter",,,"Intestinibacter"
"ASV00134",2.51459083824539,-0.0332944030080523,1.79003377742507,0.189607655142595,0.909551345864509,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",,,"Lachnospiraceae NK4A136 group"
"ASV00138",2.79463299756854,-0.129299448819571,1.78128471235072,0.103882172913529,0.949384796817631,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes",,,"Anaerostipes"
"ASV00142",1.48057665925305,-0.0858656303040699,1.92193470051948,0.0619165054853852,0.969516046867057,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Extibacter",,,"Extibacter"
"ASV00146",4.07911591526383,-0.879195295479546,1.86603333045337,0.42771364848528,0.807463986014593,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",,,"Pantoea"
"ASV00154",2.85236213621262,0.116584295772182,1.79198947041271,0.0150911999617165,0.992482796590732,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor",,,"Flavonifractor"
"ASV00155",1.44440410574013,-0.0954128653599239,2.22193552462077,0.108587046846964,0.947154053795869,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus] gnavus group",,,"[Ruminococcus] gnavus group"
"ASV00157",1.45619728816049,0.00652979400222044,2.11646542958909,0.0215084985322846,0.989303370933522,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella",,,"Sutterella"
"ASV00163",0.911192678299071,2.64630472833751,2.85473736122541,1.47740878974194,0.477732467370064,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas",,,"Pseudoalteromonas"
"ASV00169",1.8556179001506,-0.855845257920374,2.32198986047264,0.196744153175302,0.906311623674516,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Bradyrhizobium",,,"Bradyrhizobium"
"ASV00172",1.20671192959336,0.0213193989018079,2.12915467722379,0.0205762941845933,0.989764594865695,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",,,,"Unclassified Lachnospiraceae genus"
"ASV00175",1.18380524471533,-0.302917607780371,2.01031853689159,0.274281608015286,0.871847457873059,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus",,,"Paracoccus"
"ASV00181",0.599848084559878,0.0195661038204801,2.41910758275413,0.173480718495966,0.916915133264417,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","HT002",,,"HT002"
"ASV00182",3.32482526607705,1.14644384312798,1.64176284169102,0.69155606719653,0.707669548537983,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Amylibacter",,,"Amylibacter"
"ASV00186",1.08759856558034,0.100878914751972,2.24822575194664,0.125617340275284,0.939123138801819,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia",,,"Akkermansia"
"ASV00189",2.61642044960932,0.100985906986263,1.96727863579535,0.0506873641243715,0.974974773100414,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",,,"Klebsiella"
"ASV00191",1.79893193081661,-0.82525121273086,2.24420376551067,0.846173338362519,0.65502186044327,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",,,"Serratia"
"ASV00192",1.06152602348822,-0.140867247325823,2.37979146188558,0.0164953305054496,0.991786253424315,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Sutcliffiella",,,"Sutcliffiella"
"ASV00193",0.876194252423663,-0.478494848002777,2.25862106240874,0.103066484473345,0.949772076889258,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae",,,,"Unclassified Xanthobacteraceae genus"
"ASV00195",1.00635164191762,-0.189264966631256,3.56413615781015,0.156630844943521,0.924672717985964,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",,,"Burkholderia-Caballeronia-Paraburkholderia"
"ASV00200",0.755306725966738,-1.80811833946752,3.56577650348124,0.283363061831622,0.867897611035745,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",,,"Enterobacter"
"ASV00204",0.941562809563716,-0.0751253947970356,2.13335006048028,0.152863358977356,0.926416205355605,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae",,,,"Unclassified Oscillospiraceae genus"
"ASV00206",1.91135890447195,-1.45979730815006,1.99625904741543,1.03319586670969,0.596546590908727,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",,,,"Unclassified Enterobacteriaceae genus"
"ASV00215",0.354780817287301,0.864596518746117,3.24478399127675,0.127039953078238,0.938455372022961,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",,,"Sphingobium"
"ASV00218",0.889547972976067,-0.180181710263579,2.23215832527853,0.398971059208833,0.819152074181719,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",,,,"Unclassified [Eubacterium] coprostanoligenes group genus"
"ASV00238",1.08143396081556,-2.44911782960701,2.76831494149599,0.815696756627119,0.665079711685487,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",,,"Sphingomonas"
"ASV00242",0.820271242701884,0.389650917070666,2.15608914335018,0.00319506820881088,0.998403741273958,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter",,,"Helicobacter"
"ASV00246",0.902201085744433,-0.424501276749818,2.23807898770062,0.220007528779604,0.895830763033992,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Lawsonella",,,"Lawsonella"
"ASV00252",0.199904939919125,-0.489261456421158,3.56853633355302,0.0550897713477241,0.972831015397766,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium",,,"Exiguobacterium"
"ASV00258",0.812445274098753,-0.0801193774821511,2.03052299144899,0.264161739528248,0.876270128455331,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Frisingicoccus",,,"Frisingicoccus"
"ASV00269",0.81045100731062,0.0255959236219787,2.0616236979265,0.119852490322046,0.941833995837335,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus",,,"Cupriavidus"
"ASV00273",0.85540327620885,-0.108222593214366,2.14833570442991,0.118697946912874,0.942377846913364,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Ammoniphilus",,,"Ammoniphilus"
"ASV00287",0.120199137553882,-0.129799926985106,3.57182905146816,0.0246798639235664,0.987735892787417,1,"DESeq2","genus","diet_adjusted_time","diet_code","~ timepoint + diet_code","~ timepoint",FALSE,"Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",,,"Bifidobacterium"
"ASV00001",56309.149070875,0.445609340434196,0.475301955411905,0.764339430941618,0.381973911327185,1,"DESeq2","genus","hydro_adjusted_time","hydro_group","~ timepoint + hydro_group","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",,,"Vibrio"
"ASV00002",49946.8016832435,-1.44281901937145,0.944663468657434,0.634810259383585,0.42559634945185,1,"DESeq2","genus","hydro_adjusted_time","hydro_group","~ timepoint + hydro_group","~ timepoint",FALSE,"Bacteria","Bacillota","Bacilli","Mycoplasmatales","Mycoplasmataceae",,,,"Unclassified Mycoplasmataceae genus"
"ASV00006",307.137399674708,-3.55842870076369,1.28988454106648,-0.620232474367413,1,1,"DESeq2","genus","hydro_adjusted_time","hydro_group","~ timepoint + hydro_group","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",,,"Delftia"
"ASV00007",469.386727829439,0.283561563659565,0.869507183148377,0.0823952659427505,0.774077285607486,1,"DESeq2","genus","hydro_adjusted_time","hydro_group","~ timepoint + hydro_group","~ timepoint",FALSE,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",,,"Cetobacterium"
"ASV00009",1815.92507608268,8.2355528607861,1.15549224680883,20.9621907446128,4.68437441968418e-06,0.000360696830315682,"DESeq2","genus","hydro_adjusted_time","hydro_group","~ timepoint + hydro_group","~ timepoint",TRUE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",,,"Photobacterium"
"ASV00012",180.208582774288,-0.698566673748635,1.32293563705698,0.103338826773609,0.747859115376501,1,"DESeq2","genus","hydro_adjusted_time","hydro_group","~ timepoint + hydro_group","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Candidatus Hamiltonella",,,"Candidatus Hamiltonella"
"ASV00017",80.2024051124908,-0.444181232369613,1.29294350400301,0.0432150226475869,0.835320922419241,1,"DESeq2","genus","hydro_adjusted_time","hydro_group","~ timepoint + hydro_group","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Buchnera",,,"Buchnera"
"ASV00018",8.77838369965463,-1.86037354781093,1.63272552293893,-0.54351418676859,1,1,"DESeq2","genus","hydro_adjusted_time","hydro_group","~ timepoint + hydro_group","~ timepoint",FALSE,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Mitochondria",,,,"Unclassified Mitochondria genus"
