"level","comparison","taxon_id","taxon_label","deseq2_significant","deseq2_direction","aldex2_significant","aldex2_direction","result_class","direction_agreement"
"asv","Hydrolysate_D90_vs_D30","ASV00021","Vibrio (ASV00021)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","Hydrolysate_D90_vs_D30","ASV00029","lactis (ASV00029)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","Hydrolysate_D90_vs_D30","ASV00035","pentosaceus (ASV00035)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","Hydrolysate_D90_vs_D30","ASV00016","phosphoreum (ASV00016)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","Hydrolysate_D90_vs_D30","ASV00020","phosphoreum (ASV00020)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","Hydrolysate_D90_vs_D30","ASV00041","phosphoreum (ASV00041)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","Hydrolysate_D90_vs_D30","ASV00001","scophthalmi (ASV00001)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","Hydrolysate_D90_vs_D30","ASV00004","scophthalmi (ASV00004)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","Hydrolysate_D90_vs_D30","ASV00005","scophthalmi (ASV00005)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","global_BL15_vs_Ctrl","ASV00009","Photobacterium (ASV00009)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_BL15_vs_Ctrl","ASV00015","Photobacterium (ASV00015)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_BL15_vs_Ctrl","ASV00067","Photobacterium (ASV00067)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_BL15_vs_Ctrl","ASV00129","Streptomyces (ASV00129)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","global_BL15_vs_Ctrl","ASV00016","phosphoreum (ASV00016)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_BL15_vs_Ctrl","ASV00020","phosphoreum (ASV00020)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_BL15_vs_Ctrl","ASV00063","phosphoreum (ASV00063)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_BL30_vs_BL15","ASV00027","Cetobacterium (ASV00027)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","global_BL30_vs_BL15","ASV00058","Photobacterium (ASV00058)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_BL30_vs_BL15","ASV00067","Photobacterium (ASV00067)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","global_BL30_vs_BL15","ASV00039","Streptococcus (ASV00039)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","global_BL30_vs_BL15","ASV00002","Unclassified Mycoplasmataceae genus (ASV00002)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_BL30_vs_BL15","ASV00016","phosphoreum (ASV00016)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_BL30_vs_Ctrl","ASV00009","Photobacterium (ASV00009)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_BL30_vs_Ctrl","ASV00058","Photobacterium (ASV00058)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_BL30_vs_Ctrl","ASV00002","Unclassified Mycoplasmataceae genus (ASV00002)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_BL30_vs_Ctrl","ASV00050","johnsonii (ASV00050)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_BL30_vs_Ctrl","ASV00016","phosphoreum (ASV00016)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_BL30_vs_Ctrl","ASV00020","phosphoreum (ASV00020)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_BL30_vs_Ctrl","ASV00041","phosphoreum (ASV00041)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_Hydrolysate_vs_Ctrl","ASV00009","Photobacterium (ASV00009)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_Hydrolysate_vs_Ctrl","ASV00015","Photobacterium (ASV00015)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_Hydrolysate_vs_Ctrl","ASV00058","Photobacterium (ASV00058)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_Hydrolysate_vs_Ctrl","ASV00067","Photobacterium (ASV00067)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_Hydrolysate_vs_Ctrl","ASV00163","Pseudoalteromonas (ASV00163)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_Hydrolysate_vs_Ctrl","ASV00002","Unclassified Mycoplasmataceae genus (ASV00002)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_Hydrolysate_vs_Ctrl","ASV00021","Vibrio (ASV00021)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_Hydrolysate_vs_Ctrl","ASV00006","acidovorans (ASV00006)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","global_Hydrolysate_vs_Ctrl","ASV00072","jogaejeotgali (ASV00072)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","global_Hydrolysate_vs_Ctrl","ASV00050","johnsonii (ASV00050)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_Hydrolysate_vs_Ctrl","ASV00016","phosphoreum (ASV00016)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_Hydrolysate_vs_Ctrl","ASV00020","phosphoreum (ASV00020)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_Hydrolysate_vs_Ctrl","ASV00041","phosphoreum (ASV00041)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","global_Hydrolysate_vs_Ctrl","ASV00063","phosphoreum (ASV00063)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","t30_BL30_vs_BL15","ASV00007","Cetobacterium (ASV00007)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t30_BL30_vs_BL15","ASV00027","Cetobacterium (ASV00027)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t30_BL30_vs_BL15","ASV00058","Photobacterium (ASV00058)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","t30_BL30_vs_BL15","ASV00067","Photobacterium (ASV00067)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t30_BL30_vs_Ctrl","ASV00009","Photobacterium (ASV00009)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","t30_BL30_vs_Ctrl","ASV00058","Photobacterium (ASV00058)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","t30_BL30_vs_Ctrl","ASV00002","Unclassified Mycoplasmataceae genus (ASV00002)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","t30_BL30_vs_Ctrl","ASV00016","phosphoreum (ASV00016)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","t30_Hydrolysate_vs_Ctrl","ASV00009","Photobacterium (ASV00009)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","t30_Hydrolysate_vs_Ctrl","ASV00058","Photobacterium (ASV00058)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","t30_Hydrolysate_vs_Ctrl","ASV00002","Unclassified Mycoplasmataceae genus (ASV00002)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","t30_Hydrolysate_vs_Ctrl","ASV00016","phosphoreum (ASV00016)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","t30_Hydrolysate_vs_Ctrl","ASV00020","phosphoreum (ASV00020)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","t7_BL15_vs_Ctrl","ASV00195","Burkholderia-Caballeronia-Paraburkholderia (ASV00195)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_BL15_vs_Ctrl","ASV00098","Priestia (ASV00098)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_BL15_vs_Ctrl","ASV00211","Priestia (ASV00211)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_BL15_vs_Ctrl","ASV00118","Pseudomonas (ASV00118)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_BL15_vs_Ctrl","ASV00129","Streptomyces (ASV00129)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_BL15_vs_Ctrl","ASV00139","Streptomyces (ASV00139)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_BL15_vs_Ctrl","ASV00253","liquefaciens (ASV00253)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_BL30_vs_Ctrl","ASV00200","Enterobacter (ASV00200)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_BL30_vs_Ctrl","ASV00111","Neobacillus (ASV00111)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_BL30_vs_Ctrl","ASV00098","Priestia (ASV00098)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_BL30_vs_Ctrl","ASV00118","Pseudomonas (ASV00118)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_BL30_vs_Ctrl","ASV00238","Sphingomonas (ASV00238)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_BL30_vs_Ctrl","ASV00129","Streptomyces (ASV00129)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_BL30_vs_Ctrl","ASV00202","Streptomyces (ASV00202)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_BL30_vs_Ctrl","ASV00255","Unclassified Enterobacteriaceae genus (ASV00255)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_BL30_vs_Ctrl","ASV00198","agglomerans (ASV00198)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_BL30_vs_Ctrl","ASV00099","corrugata (ASV00099)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_BL30_vs_Ctrl","ASV00253","liquefaciens (ASV00253)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_BL30_vs_Ctrl","ASV00266","umsongensis (ASV00266)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_Hydrolysate_vs_Ctrl","ASV00200","Enterobacter (ASV00200)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_Hydrolysate_vs_Ctrl","ASV00111","Neobacillus (ASV00111)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_Hydrolysate_vs_Ctrl","ASV00009","Photobacterium (ASV00009)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","t7_Hydrolysate_vs_Ctrl","ASV00098","Priestia (ASV00098)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_Hydrolysate_vs_Ctrl","ASV00118","Pseudomonas (ASV00118)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t7_Hydrolysate_vs_Ctrl","ASV00162","Vibrio (ASV00162)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","t7_Hydrolysate_vs_Ctrl","ASV00253","liquefaciens (ASV00253)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t90_BL15_vs_Ctrl","ASV00030","monocytogenes (ASV00030)",TRUE,"down",FALSE,,"deseq2_only",FALSE
"asv","t90_BL30_vs_BL15","ASV00009","Photobacterium (ASV00009)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","t90_BL30_vs_BL15","ASV00016","phosphoreum (ASV00016)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"asv","t90_BL30_vs_Ctrl","ASV00016","phosphoreum (ASV00016)",TRUE,"up",FALSE,,"deseq2_only",FALSE
"genus","BL15_D30_vs_D07","ASV00019","Bacteroides",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL15_D30_vs_D07","ASV00025","Blautia",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL15_D30_vs_D07","ASV00052","Brevundimonas",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL15_D30_vs_D07","ASV00017","Buchnera",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL15_D30_vs_D07","ASV00006","Delftia",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL15_D30_vs_D07","ASV00009","Photobacterium",TRUE,"up",FALSE,,"deseq2_only",FALSE
"genus","BL15_D30_vs_D07","ASV00002","Unclassified Mycoplasmataceae genus",TRUE,"up",FALSE,,"deseq2_only",FALSE
"genus","BL15_D90_vs_D07","ASV00019","Bacteroides",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL15_D90_vs_D07","ASV00025","Blautia",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL15_D90_vs_D07","ASV00052","Brevundimonas",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL15_D90_vs_D07","ASV00017","Buchnera",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL15_D90_vs_D07","ASV00006","Delftia",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL15_D90_vs_D07","ASV00002","Unclassified Mycoplasmataceae genus",TRUE,"up",FALSE,,"deseq2_only",FALSE
"genus","BL15_D90_vs_D30","ASV00009","Photobacterium",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00045","Acinetobacter",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00080","Anaerobutyricum",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00049","Bacillus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00019","Bacteroides",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00025","Blautia",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00017","Buchnera",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00012","Candidatus Hamiltonella",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00006","Delftia",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00036","Escherichia-Shigella",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00154","Flavonifractor",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00053","Fusicatenibacter",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00134","Lachnospiraceae NK4A136 group",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00029","Lactococcus",TRUE,"up",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00062","Mammaliicoccus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00064","Mediterraneibacter",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00083","Oscillibacter",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00068","Parabacteroides",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00035","Pediococcus",TRUE,"up",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00104","Phascolarctobacterium",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00009","Photobacterium",TRUE,"up",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00057","Ruminococcus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00060","Staphylococcus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00065","Unclassified Cyanobacteriota genus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D30_vs_D07","ASV00002","Unclassified Mycoplasmataceae genus",TRUE,"up",FALSE,,"deseq2_only",FALSE
"genus","BL30_D90_vs_D07","ASV00049","Bacillus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D90_vs_D07","ASV00019","Bacteroides",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D90_vs_D07","ASV00025","Blautia",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D90_vs_D07","ASV00017","Buchnera",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D90_vs_D07","ASV00012","Candidatus Hamiltonella",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D90_vs_D07","ASV00006","Delftia",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D90_vs_D07","ASV00053","Fusicatenibacter",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D90_vs_D07","ASV00057","Ruminococcus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","BL30_D90_vs_D07","ASV00002","Unclassified Mycoplasmataceae genus",TRUE,"up",FALSE,,"deseq2_only",FALSE
"genus","BL30_D90_vs_D30","ASV00002","Unclassified Mycoplasmataceae genus",TRUE,"up",TRUE,"up","both",TRUE
"genus","BL30_D90_vs_D30","ASV00001","Vibrio",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00045","Acinetobacter",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00080","Anaerobutyricum",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00138","Anaerostipes",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00049","Bacillus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00019","Bacteroides",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00025","Blautia",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00169","Bradyrhizobium",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00052","Brevundimonas",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00017","Buchnera",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00012","Candidatus Hamiltonella",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00006","Delftia",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00100","Enterocloster",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00142","Extibacter",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00154","Flavonifractor",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00053","Fusicatenibacter",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00132","Intestinibacter",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00189","Klebsiella",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00134","Lachnospiraceae NK4A136 group",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00029","Lactococcus",TRUE,"up",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00062","Mammaliicoccus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00064","Mediterraneibacter",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00111","Neobacillus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00083","Oscillibacter",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00146","Pantoea",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00068","Parabacteroides",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00175","Paracoccus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00035","Pediococcus",TRUE,"up",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00104","Phascolarctobacterium",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00098","Priestia",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00059","Pseudomonas",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00057","Ruminococcus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00191","Serratia",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00238","Sphingomonas",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00060","Staphylococcus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00109","Streptomyces",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00065","Unclassified Cyanobacteriota genus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00206","Unclassified Enterobacteriaceae genus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D30_vs_D07","ASV00001","Vibrio",TRUE,"up",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00080","Anaerobutyricum",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00138","Anaerostipes",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00019","Bacteroides",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00025","Blautia",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00169","Bradyrhizobium",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00052","Brevundimonas",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00017","Buchnera",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00012","Candidatus Hamiltonella",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00006","Delftia",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00100","Enterocloster",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00142","Extibacter",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00154","Flavonifractor",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00053","Fusicatenibacter",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00189","Klebsiella",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00134","Lachnospiraceae NK4A136 group",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00062","Mammaliicoccus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00064","Mediterraneibacter",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00111","Neobacillus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00083","Oscillibacter",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00068","Parabacteroides",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00175","Paracoccus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00098","Priestia",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00057","Ruminococcus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00191","Serratia",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00238","Sphingomonas",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00037","Streptococcus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00109","Streptomyces",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00065","Unclassified Cyanobacteriota genus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D07","ASV00206","Unclassified Enterobacteriaceae genus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D30","ASV00030","Listeria",TRUE,"up",FALSE,,"deseq2_only",FALSE
"genus","Ctrl_D90_vs_D30","ASV00002","Unclassified Mycoplasmataceae genus",TRUE,"up",FALSE,,"deseq2_only",FALSE
"genus","Hydrolysate_D30_vs_D07","ASV00045","Acinetobacter",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Hydrolysate_D30_vs_D07","ASV00080","Anaerobutyricum",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Hydrolysate_D30_vs_D07","ASV00138","Anaerostipes",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Hydrolysate_D30_vs_D07","ASV00049","Bacillus",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Hydrolysate_D30_vs_D07","ASV00019","Bacteroides",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Hydrolysate_D30_vs_D07","ASV00025","Blautia",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Hydrolysate_D30_vs_D07","ASV00017","Buchnera",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Hydrolysate_D30_vs_D07","ASV00012","Candidatus Hamiltonella",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Hydrolysate_D30_vs_D07","ASV00006","Delftia",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Hydrolysate_D30_vs_D07","ASV00100","Enterocloster",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Hydrolysate_D30_vs_D07","ASV00036","Escherichia-Shigella",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Hydrolysate_D30_vs_D07","ASV00154","Flavonifractor",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Hydrolysate_D30_vs_D07","ASV00053","Fusicatenibacter",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Hydrolysate_D30_vs_D07","ASV00132","Intestinibacter",TRUE,"down",FALSE,,"deseq2_only",FALSE
"genus","Hydrolysate_D30_vs_D07","ASV00189","Klebsiella",TRUE,"down",FALSE,,"deseq2_only",FALSE
